city,state_name,lat,lng
Birmingham,Alabama,33.5277,-86.7987
Huntsville,Alabama,34.6988,-86.6412
Mobile,Alabama,30.6783,-88.1162
Montgomery,Alabama,32.3473,-86.2666
Tuscaloosa,Alabama,33.2348,-87.5267
Auburn,Alabama,32.6087,-85.4899
Hoover,Alabama,33.3754,-86.8064
Florence,Alabama,34.8303,-87.6654
Anniston,Alabama,33.6712,-85.8136
Dothan,Alabama,31.2335,-85.4069
Daphne,Alabama,30.6286,-87.8866
Decatur,Alabama,34.573,-86.9906
Gadsden,Alabama,34.009,-86.0156
Madison,Alabama,34.7114,-86.7626
Enterprise,Alabama,31.3276,-85.8459
Albertville,Alabama,34.2634,-86.2107
Foley,Alabama,30.3983,-87.6649
Phenix City,Alabama,32.4588,-85.0251
Prattville,Alabama,32.4605,-86.4588
Vestavia Hills,Alabama,33.4518,-86.7438
Alabaster,Alabama,33.2198,-86.8225
Athens,Alabama,34.7847,-86.951
Opelika,Alabama,32.6612,-85.3769
Bessemer,Alabama,33.3709,-86.9713
Northport,Alabama,33.2589,-87.5984
Homewood,Alabama,33.4617,-86.8092
Pelham,Alabama,33.3114,-86.7573
Fairhope,Alabama,30.5217,-87.8815
Trussville,Alabama,33.6404,-86.5819
Prichard,Alabama,30.7735,-88.1301
Oxford,Alabama,33.5967,-85.8687
Mountain Brook,Alabama,33.4871,-86.74
Valley,Alabama,32.8088,-85.1809
Helena,Alabama,33.2845,-86.8756
Cullman,Alabama,34.1777,-86.8407
Selma,Alabama,32.4166,-87.0336
Troy,Alabama,31.8021,-85.9665
Tillmans Corner,Alabama,30.5818,-88.2128
Sylacauga,Alabama,33.1778,-86.2606
Center Point,Alabama,33.6446,-86.6851
Millbrook,Alabama,32.5028,-86.3737
Talladega,Alabama,33.4329,-86.0976
Hueytown,Alabama,33.4237,-87.022
Calera,Alabama,33.1249,-86.745
Saraland,Alabama,30.8478,-88.1004
Muscle Shoals,Alabama,34.7436,-87.6344
Hartselle,Alabama,34.4391,-86.94
Scottsboro,Alabama,34.6438,-86.0491
Alexander City,Alabama,32.9242,-85.9361
Ozark,Alabama,31.4508,-85.6473
Gardendale,Alabama,33.6678,-86.8069
Chelsea,Alabama,33.3255,-86.6299
Fort Payne,Alabama,34.4557,-85.6965
Pell City,Alabama,33.5609,-86.2669
Jasper,Alabama,33.8503,-87.2708
Moody,Alabama,33.5986,-86.4963
Irondale,Alabama,33.544,-86.6599
Gulf Shores,Alabama,30.2759,-87.7013
Jacksonville,Alabama,33.8088,-85.7545
Leeds,Alabama,33.5429,-86.5636
Eufaula,Alabama,31.9102,-85.1505
Saks,Alabama,33.7118,-85.8536
Fairfield,Alabama,33.4747,-86.9194
Pike Road,Alabama,32.2934,-86.0902
Clay,Alabama,33.6976,-86.607
Robertsdale,Alabama,30.5534,-87.7023
Russellville,Alabama,34.5056,-87.7282
Boaz,Alabama,34.1985,-86.1529
Rainbow City,Alabama,33.9337,-86.0922
Pleasant Grove,Alabama,33.4936,-86.9782
Meadowbrook,Alabama,33.3932,-86.7041
Bay Minette,Alabama,30.893,-87.7912
Fultondale,Alabama,33.6177,-86.8015
Spanish Fort,Alabama,30.7257,-87.8601
Atmore,Alabama,31.0927,-87.4763
Forestdale,Alabama,33.5737,-86.9002
Southside,Alabama,33.9007,-86.0238
Sheffield,Alabama,34.757,-87.6977
Clanton,Alabama,32.844,-86.623
Andalusia,Alabama,31.3101,-86.4781
Guntersville,Alabama,34.367,-86.2638
Wetumpka,Alabama,32.5407,-86.2052
Tuscumbia,Alabama,34.7204,-87.7035
Arab,Alabama,34.3309,-86.4991
Tuskegee,Alabama,32.4395,-85.7139
Greenville,Alabama,31.8437,-86.6379
Brook Highland,Alabama,33.4359,-86.6849
Pinson,Alabama,33.7057,-86.6674
Meridianville,Alabama,34.8729,-86.5722
Moores Mill,Alabama,34.8491,-86.5222
Lincoln,Alabama,33.5935,-86.1371
Montevallo,Alabama,33.1246,-86.8476
Brewton,Alabama,31.1111,-87.0737
Demopolis,Alabama,32.498,-87.8298
Hamilton,Alabama,34.1346,-87.9755
Oneonta,Alabama,33.9392,-86.4929
Opp,Alabama,31.2848,-86.257
Theodore,Alabama,30.5408,-88.1884
Orange Beach,Alabama,30.2941,-87.5851
Grayson Valley,Alabama,33.6469,-86.6414
Satsuma,Alabama,30.8577,-88.0632
Lanett,Alabama,32.8571,-85.2081
Tarrant,Alabama,33.5945,-86.7684
Roanoke,Alabama,33.1454,-85.3694
Harvest,Alabama,34.8558,-86.7521
Attalla,Alabama,34.0049,-86.104
Monroeville,Alabama,31.5162,-87.3279
Chickasaw,Alabama,30.7714,-88.0793
Semmes,Alabama,30.7941,-88.2358
Highland Lakes,Alabama,33.397,-86.6497
Smiths Station,Alabama,32.5284,-85.096
Fort Rucker,Alabama,31.3428,-85.7154
Brent,Alabama,32.9421,-87.1753
Margaret,Alabama,33.6735,-86.468
Rainsville,Alabama,34.4939,-85.8435
Daleville,Alabama,31.2915,-85.7117
Glencoe,Alabama,33.9449,-85.9319
Midfield,Alabama,33.4552,-86.9226
Childersburg,Alabama,33.2961,-86.3457
Headland,Alabama,31.3501,-85.3523
Lake View,Alabama,33.2802,-87.1258
Jackson,Alabama,31.5318,-87.8915
Columbiana,Alabama,33.193,-86.6115
Union Springs,Alabama,32.1395,-85.7141
Piedmont,Alabama,33.9268,-85.6148
Winfield,Alabama,33.9334,-87.7962
Tallassee,Alabama,32.5314,-85.8902
Pine Level,Alabama,32.5797,-86.4529
Holtville,Alabama,32.6314,-86.3268
Redland,Alabama,32.4754,-86.1375
Mount Olive,Alabama,33.6778,-86.8726
Argo,Alabama,33.6961,-86.5066
Springville,Alabama,33.7643,-86.4749
Priceville,Alabama,34.5247,-86.8855
Geneva,Alabama,31.0437,-85.8763
Adamsville,Alabama,33.6063,-86.9745
Fayette,Alabama,33.6943,-87.8307
Hokes Bluff,Alabama,33.9902,-85.8639
Woodstock,Alabama,33.2193,-87.1489
Haleyville,Alabama,34.2331,-87.6175
Alexandria,Alabama,33.7675,-85.8792
Holt,Alabama,33.2302,-87.4827
Hazel Green,Alabama,34.9237,-86.5671
Grand Bay,Alabama,30.4717,-88.345
Odenville,Alabama,33.6987,-86.4225
Citronelle,Alabama,31.0952,-88.2468
Thomasville,Alabama,31.9111,-87.7419
Elba,Alabama,31.4172,-86.0759
Centre,Alabama,34.1551,-85.6699
Sumiton,Alabama,33.7503,-87.0483
Kimberly,Alabama,33.776,-86.7968
Valley Grande,Alabama,32.4862,-87.0305
Evergreen,Alabama,31.4342,-86.9723
Emerald Mountain,Alabama,32.4396,-86.0857
Hanceville,Alabama,34.0634,-86.7651
Heflin,Alabama,33.6471,-85.5698
Ladonia,Alabama,32.4609,-85.0877
Kinsey,Alabama,31.2926,-85.3353
West End-Cobb Town,Alabama,33.6526,-85.8742
Livingston,Alabama,32.5982,-88.1891
Moulton,Alabama,34.4843,-87.2831
Warrior,Alabama,33.8153,-86.8153
Underwood-Petersville,Alabama,34.877,-87.6975
Cottondale,Alabama,33.1922,-87.4544
Marion,Alabama,32.6318,-87.3172
Red Bay,Alabama,34.4358,-88.1362
Weaver,Alabama,33.7602,-85.8117
Dadeville,Alabama,32.8326,-85.7675
Loxley,Alabama,30.6813,-87.7418
Choccolocco,Alabama,33.6683,-85.7129
New Hope,Alabama,34.537,-86.4128
La Fayette,Alabama,32.8997,-85.4007
Clayton,Alabama,31.8822,-85.4604
Brighton,Alabama,33.4393,-86.9454
Luverne,Alabama,31.7186,-86.2687
Jemison,Alabama,32.9696,-86.7339
Point Clear,Alabama,30.4902,-87.9105
Moundville,Alabama,32.9968,-87.6272
Centreville,Alabama,32.9597,-87.1334
Eutaw,Alabama,32.8436,-87.8987
Whitesboro,Alabama,34.1682,-86.0572
Huguley,Alabama,32.8431,-85.2397
Hartford,Alabama,31.1055,-85.6916
Carlisle-Rockledge,Alabama,34.114,-86.1191
Abbeville,Alabama,31.5664,-85.2528
Indian Springs Village,Alabama,33.3591,-86.7493
Bayou La Batre,Alabama,30.4126,-88.261
Trinity,Alabama,34.6012,-87.0818
Taylor,Alabama,31.1658,-85.4697
Riverside,Alabama,33.6171,-86.2042
Ashville,Alabama,33.8331,-86.2698
Henagar,Alabama,34.631,-85.7405
Good Hope,Alabama,34.1098,-86.8651
Midland City,Alabama,31.3157,-85.4937
East Brewton,Alabama,31.0906,-87.0556
Bridgeport,Alabama,34.9495,-85.7243
Guin,Alabama,33.9832,-87.9023
Greensboro,Alabama,32.7014,-87.595
Aliceville,Alabama,33.1237,-88.1594
Lineville,Alabama,33.313,-85.7508
York,Alabama,32.4998,-88.2938
Uniontown,Alabama,32.449,-87.4958
Vincent,Alabama,33.3848,-86.4086
Ashford,Alabama,31.1858,-85.2359
Morris,Alabama,33.7467,-86.8037
Lipscomb,Alabama,33.4261,-86.926
Owens Cross Roads,Alabama,34.5845,-86.4574
Smoke Rise,Alabama,33.8789,-86.824
Graysville,Alabama,33.6583,-86.9674
Cowarts,Alabama,31.2041,-85.3062
Thorsby,Alabama,32.917,-86.7203
Wilsonville,Alabama,33.2351,-86.4882
Creola,Alabama,30.8903,-88.01
Collinsville,Alabama,34.267,-85.8652
Level Plains,Alabama,31.3071,-85.7687
Stevenson,Alabama,34.8487,-85.8437
Florala,Alabama,31.0176,-86.3138
Dora,Alabama,33.7292,-87.085
Brundidge,Alabama,31.7182,-85.8177
Slocomb,Alabama,31.1103,-85.5954
Ashland,Alabama,33.2704,-85.8337
Sylvania,Alabama,34.5619,-85.8046
Carbon Hill,Alabama,33.8944,-87.5224
Lookout Mountain,Alabama,34.1091,-85.9585
Linden,Alabama,32.3001,-87.7926
Crossville,Alabama,34.2853,-85.9997
Samson,Alabama,31.1124,-86.0462
Vernon,Alabama,33.7588,-88.1143
Cordova,Alabama,33.7613,-87.1925
Brookwood,Alabama,33.2397,-87.3277
Sulligent,Alabama,33.8912,-88.1266
Cedar Bluff,Alabama,34.2217,-85.5877
Selmont-West Selmont,Alabama,32.3784,-87.0074
Sardis City,Alabama,34.1749,-86.1125
Camden,Alabama,32.0007,-87.2967
Elberta,Alabama,30.3855,-87.5888
Grove Hill,Alabama,31.7006,-87.7748
Lillian,Alabama,30.4122,-87.432
Harpersville,Alabama,33.3184,-86.4287
Westover,Alabama,33.3685,-86.5346
Ragland,Alabama,33.7469,-86.1384
Butler,Alabama,32.0965,-88.2108
Summerdale,Alabama,30.4783,-87.6904
Blountsville,Alabama,34.0814,-86.5867
Coaling,Alabama,33.1641,-87.3534
Rehobeth,Alabama,31.1242,-85.4382
Vance,Alabama,33.1745,-87.2313
Stewartville,Alabama,33.0725,-86.2658
Marbury,Alabama,32.6793,-86.4607
Concord,Alabama,33.4674,-87.0392
Gordo,Alabama,33.322,-87.904
Georgiana,Alabama,31.6391,-86.7468
Ballplay,Alabama,34.0179,-85.7853
Reform,Alabama,33.3788,-88.0173
Rock Creek,Alabama,33.4772,-87.0812
Mount Vernon,Alabama,31.0889,-88.0137
Sylvan Springs,Alabama,33.5287,-87.0312
Blue Ridge,Alabama,32.501,-86.1839
Webb,Alabama,31.2572,-85.2896
Ardmore,Alabama,34.9847,-86.8373
Malvern,Alabama,31.1428,-85.521
Newton,Alabama,31.3423,-85.5893
Stapleton,Alabama,30.7394,-87.7943
Flomaton,Alabama,31.0127,-87.2541
Fayetteville,Alabama,33.1643,-86.4411
Shoal Creek,Alabama,33.4328,-86.6071
Coats Bend,Alabama,34.0774,-85.8742
Elmore,Alabama,32.5552,-86.3425
Munford,Alabama,33.5259,-85.9554
Hayden,Alabama,33.8822,-86.7839
Dauphin Island,Alabama,30.2525,-88.1438
Redstone Arsenal,Alabama,34.6843,-86.647
Brookside,Alabama,33.638,-86.9014
Goodwater,Alabama,33.0608,-86.0516
Cleveland,Alabama,33.9965,-86.5671
Coosada,Alabama,32.4983,-86.3279
Clio,Alabama,31.7085,-85.6109
New Brockton,Alabama,31.3784,-85.9228
Hackleburg,Alabama,34.2693,-87.8303
Falkville,Alabama,34.3793,-86.9086
Cottonwood,Alabama,31.0552,-85.3007
West Blocton,Alabama,33.1186,-87.1253
Rogersville,Alabama,34.8251,-87.2821
Deatsville,Alabama,32.5863,-86.3918
Bon Secour,Alabama,30.3222,-87.7271
Tidmore Bend,Alabama,34.0324,-85.9254
Locust Fork,Alabama,33.8957,-86.6301
Chatom,Alabama,31.4691,-88.246
Axis,Alabama,30.9296,-88.0179
Silverhill,Alabama,30.5455,-87.7505
Fort Deposit,Alabama,31.9863,-86.5664
Frisco City,Alabama,31.4353,-87.4037
Ohatchee,Alabama,33.7877,-86.028
New Market,Alabama,34.8892,-86.4226
Berry,Alabama,33.6623,-87.6079
Steele,Alabama,33.937,-86.2004
Phil Campbell,Alabama,34.3519,-87.7062
Bear Creek,Alabama,34.2651,-87.7164
Double Springs,Alabama,34.1502,-87.3912
Fyffe,Alabama,34.4496,-85.9049
Town Creek,Alabama,34.6718,-87.4063
Egypt,Alabama,34.0759,-86.1651
Leesburg,Alabama,34.1839,-85.775
Eclectic,Alabama,32.6387,-86.0386
Cherokee,Alabama,34.7577,-87.967
Littleville,Alabama,34.5951,-87.6719
Hollywood,Alabama,34.719,-85.965
Millport,Alabama,33.5586,-88.0817
Sterrett,Alabama,33.449,-86.4645
Powell,Alabama,34.5325,-85.8979
Leroy,Alabama,31.4952,-87.969
Coker,Alabama,33.2446,-87.6799
Dunnavant,Alabama,33.5006,-86.538
Killen,Alabama,34.8607,-87.5269
Camp Hill,Alabama,32.8002,-85.6536
Vandiver,Alabama,33.4601,-86.5251
Triana,Alabama,34.5904,-86.7418
Carrollton,Alabama,33.2619,-88.0951
Parrish,Alabama,33.7323,-87.2802
Grant,Alabama,34.5189,-86.2492
Altoona,Alabama,34.031,-86.3181
Geraldine,Alabama,34.3577,-86.0037
Ivalee,Alabama,34.0372,-86.1472
Shelby,Alabama,33.1068,-86.5825
Mosses,Alabama,32.1801,-86.6888
Brilliant,Alabama,34.0256,-87.7691
Autaugaville,Alabama,32.432,-86.6579
Brantleyville,Alabama,33.2196,-86.882
Pine Hill,Alabama,31.9858,-87.5875
White Plains,Alabama,33.7603,-85.688
Mignon,Alabama,33.1948,-86.2651
Minor,Alabama,33.5389,-86.9402
Snead,Alabama,34.1162,-86.3901
Skyline,Alabama,34.7987,-86.1229
Gallant,Alabama,34.0013,-86.2304
New Union,Alabama,34.1422,-86.2218
Jacksons' Gap,Alabama,32.8831,-85.815
Holly Pond,Alabama,34.1696,-86.6125
Magnolia Springs,Alabama,30.4003,-87.7748
Notasulga,Alabama,32.5569,-85.6695
Gurley,Alabama,34.7072,-86.3768
Mulga,Alabama,33.5534,-86.9735
Hollins,Alabama,33.1213,-86.129
Perdido,Alabama,31.0033,-87.6324
Wedowee,Alabama,33.3077,-85.4864
Hayneville,Alabama,32.1822,-86.5787
Douglas,Alabama,34.1705,-86.3224
Susan Moore,Alabama,34.0799,-86.4234
Somerville,Alabama,34.4676,-86.7935
Brantley,Alabama,31.5822,-86.2569
New Site,Alabama,33.0283,-85.7801
Leighton,Alabama,34.6941,-87.5282
Hobson City,Alabama,33.6148,-85.8561
White Hall,Alabama,32.2993,-86.7148
South Vinemont,Alabama,34.2348,-86.8642
Section,Alabama,34.5816,-85.9849
Ariton,Alabama,31.5978,-85.7131
Edgewater,Alabama,33.5286,-86.9574
Columbia,Alabama,31.2968,-85.1103
Oakman,Alabama,33.7141,-87.389
Woodville,Alabama,34.6256,-86.2792
Addison,Alabama,34.2017,-87.1765
Ider,Alabama,34.7022,-85.6691
Wadley,Alabama,33.1239,-85.5683
Lexington,Alabama,34.9652,-87.3735
Walnut Grove,Alabama,34.0641,-86.2863
Maplesville,Alabama,32.7867,-86.8783
Pisgah,Alabama,34.6844,-85.846
Our Town,Alabama,32.8304,-85.9687
Wilton,Alabama,33.0813,-86.8799
Hollis Crossroads,Alabama,33.5231,-85.6437
St. Florian,Alabama,34.8714,-87.6224
Bristow Cove,Alabama,34.1092,-86.241
Joppa,Alabama,34.2982,-86.5506
Allgood,Alabama,33.9064,-86.5178
Perdido Beach,Alabama,30.3554,-87.5036
Lynn,Alabama,34.0548,-87.5555
Excel,Alabama,31.4264,-87.3433
Pinckard,Alabama,31.3173,-85.543
Reece City,Alabama,34.0772,-86.0345
Stockton,Alabama,30.9946,-87.86
Dodge City,Alabama,34.0453,-86.8837
North Courtland,Alabama,34.6788,-87.3083
Baileyton,Alabama,34.2609,-86.6082
Trafford,Alabama,33.8194,-86.7467
West Point,Alabama,34.2401,-86.9626
Calvert,Alabama,31.154,-88.0169
Babbie,Alabama,31.3022,-86.3229
Hurtsboro,Alabama,32.2401,-85.4147
Courtland,Alabama,34.6703,-87.3262
Forkland,Alabama,32.6489,-87.8671
Clayhatchee,Alabama,31.2434,-85.7136
Pickensville,Alabama,33.2336,-88.2743
McDonald Chapel,Alabama,33.5189,-86.9385
Sand Rock,Alabama,34.2308,-85.7712
Belle Fontaine,Alabama,30.492,-88.1131
Grimes,Alabama,31.2999,-85.4502
Valley Head,Alabama,34.5575,-85.6214
Kinston,Alabama,31.22,-86.1705
Castleberry,Alabama,31.3001,-87.027
River Falls,Alabama,31.3524,-86.5412
Oak Grove,Alabama,33.1928,-86.3036
Hillsboro,Alabama,34.6408,-87.1837
Newville,Alabama,31.4206,-85.3367
Franklin,Alabama,32.4514,-85.7864
Elkmont,Alabama,34.9289,-86.9765
Avon,Alabama,31.1799,-85.2802
Lockhart,Alabama,31.0128,-86.3505
Garden City,Alabama,34.0152,-86.752
Eva,Alabama,34.3274,-86.7614
Millry,Alabama,31.6256,-88.3191
Hammondville,Alabama,34.5685,-85.6397
Rock Mills,Alabama,33.1563,-85.2861
Lisman,Alabama,32.1792,-88.3002
McKenzie,Alabama,31.5428,-86.7246
Glen Allen,Alabama,33.8922,-87.7328
Red Level,Alabama,31.4055,-86.6084
Nances Creek,Alabama,33.8588,-85.6733
Midway,Alabama,32.0764,-85.5244
Bellamy,Alabama,32.4582,-88.1277
Fairview,Alabama,34.2477,-86.6843
Louisville,Alabama,31.781,-85.5583
Berlin,Alabama,34.1868,-86.7442
Rutledge,Alabama,31.724,-86.302
St. Stephens,Alabama,31.5474,-88.0555
Rockford,Alabama,32.8896,-86.215
Silas,Alabama,31.7678,-88.3258
Hytop,Alabama,34.8965,-86.088
Kennedy,Alabama,33.5809,-87.9862
West Jefferson,Alabama,33.652,-87.0569
Hackneyville,Alabama,33.0567,-85.9312
Hissop,Alabama,32.8746,-86.1159
Highland Lake,Alabama,33.8876,-86.4244
Pleasant Groves,Alabama,34.735,-86.2054
Sipsey,Alabama,33.8225,-87.0834
Ranburne,Alabama,33.5259,-85.339
Shorter,Alabama,32.4076,-85.9412
Twin,Alabama,33.9978,-87.8497
Vinegar Bend,Alabama,31.2594,-88.3712
Thomaston,Alabama,32.2683,-87.6237
Maytown,Alabama,33.5489,-86.9999
Mentone,Alabama,34.5663,-85.5842
Vina,Alabama,34.3757,-88.0602
Malcolm,Alabama,31.1945,-88.0016
Arley,Alabama,34.0886,-87.2074
Napier Field,Alabama,31.3149,-85.4549
Nectar,Alabama,33.9686,-86.6346
Epes,Alabama,32.6906,-88.1405
Akron,Alabama,32.8785,-87.7429
Gordon,Alabama,31.1436,-85.0925
Coffeeville,Alabama,31.7666,-88.0861
Dozier,Alabama,31.5031,-86.3694
Rosa,Alabama,33.9885,-86.5037
Uriah,Alabama,31.3073,-87.4992
Dutton,Alabama,34.6062,-85.9119
Ray,Alabama,32.879,-86.035
Weogufka,Alabama,33.0267,-86.3169
Carolina,Alabama,31.2337,-86.5227
Cuba,Alabama,32.441,-88.3755
Vredenburgh,Alabama,31.8237,-87.3178
Madrid,Alabama,31.0356,-85.3992
Colony,Alabama,33.9413,-86.9016
Pine Ridge,Alabama,34.449,-85.7808
Hodges,Alabama,34.334,-87.9299
Delta,Alabama,33.447,-85.6746
Shiloh,Alabama,34.4638,-85.878
Fruithurst,Alabama,33.7297,-85.4312
Whatley,Alabama,31.6463,-87.7108
Boligee,Alabama,32.7699,-88.0264
Gordonville,Alabama,32.1489,-86.6994
Beatrice,Alabama,31.7332,-87.209
Reeltown,Alabama,32.5788,-85.8189
Waldo,Alabama,33.3892,-86.036
Boykin,Alabama,32.0701,-87.2914
Anderson,Alabama,34.9147,-87.2716
County Line,Alabama,33.821,-86.7198
Langston,Alabama,34.5374,-86.0899
Gulfcrest,Alabama,30.9925,-88.2399
East Point,Alabama,34.1859,-86.7927
Repton,Alabama,31.4097,-87.2393
Heath,Alabama,31.3579,-86.4673
Goshen,Alabama,31.7182,-86.1242
Morrison Crossroads,Alabama,33.4198,-85.4903
Sanford,Alabama,31.3006,-86.3975
Bakerhill,Alabama,31.7769,-85.2955
Fulton,Alabama,31.7916,-87.7397
Sweet Water,Alabama,32.1046,-87.8619
Cullomburg,Alabama,31.7131,-88.2917
Fredonia,Alabama,32.9861,-85.2912
Horn Hill,Alabama,31.2382,-86.3211
Chunchula,Alabama,30.9237,-88.2072
Detroit,Alabama,34.0274,-88.1678
Gantt,Alabama,31.4092,-86.4842
McIntosh,Alabama,31.2649,-88.0284
Coffee Springs,Alabama,31.1664,-85.9102
Kansas,Alabama,33.9029,-87.5568
Daviston,Alabama,33.0556,-85.6371
Union,Alabama,32.9938,-87.9071
Pennington,Alabama,32.1994,-88.0494
Belk,Alabama,33.6516,-87.9286
Black,Alabama,31.0102,-85.7428
Nauvoo,Alabama,33.9873,-87.4876
Yellow Bluff,Alabama,31.9622,-87.4808
Macedonia,Alabama,33.4031,-88.2392
Kellyton,Alabama,32.9791,-86.0358
Loachapoka,Alabama,32.6049,-85.5948
Paint Rock,Alabama,34.6602,-86.3307
Waterloo,Alabama,34.9173,-88.0654
Providence,Alabama,32.3424,-87.7762
Edwardsville,Alabama,33.8411,-85.4523
Gilbertown,Alabama,31.8758,-88.3195
Eunola,Alabama,31.0326,-85.8409
Beaverton,Alabama,33.9354,-88.0218
Spring Garden,Alabama,33.973,-85.5558
Millerville,Alabama,33.1926,-85.9303
Onycha,Alabama,31.2246,-86.2785
Gainesville,Alabama,32.8149,-88.1608
Glenwood,Alabama,31.6675,-86.173
Woodland,Alabama,33.3756,-85.3975
Riverview,Alabama,31.0587,-87.0709
Spruce Pine,Alabama,34.3928,-87.7294
Abanda,Alabama,33.0926,-85.5253
Broomtown,Alabama,34.3657,-85.5322
Gu-Win,Alabama,33.9443,-87.8704
Newbern,Alabama,32.592,-87.5331
Standing Rock,Alabama,33.0863,-85.2449
Orrville,Alabama,32.3068,-87.2454
Banks,Alabama,31.8132,-85.8364
Talladega Springs,Alabama,33.1191,-86.4421
Hobson,Alabama,31.4836,-88.1513
Geiger,Alabama,32.8698,-88.313
Peterman,Alabama,31.5837,-87.2631
North Johns,Alabama,33.368,-87.1008
Waverly,Alabama,32.7333,-85.5761
Five Points,Alabama,33.0173,-85.3516
Billingsley,Alabama,32.661,-86.7087
Gaylesville,Alabama,34.2681,-85.5586
Pollard,Alabama,31.0236,-87.1736
Pine Apple,Alabama,31.8721,-86.9891
Lester,Alabama,34.9877,-87.1515
Deer Park,Alabama,31.2198,-88.3226
Cusseta,Alabama,32.7877,-85.3057
Toxey,Alabama,31.9107,-88.3091
Eldridge,Alabama,33.922,-87.6201
Myrtlewood,Alabama,32.2521,-87.9492
Libertyville,Alabama,31.2428,-86.46
Ridgeville,Alabama,34.0569,-86.1029
Fairford,Alabama,31.178,-88.0728
Bon Air,Alabama,33.2621,-86.3319
Fruitdale,Alabama,31.3429,-88.4109
Haleburg,Alabama,31.4099,-85.1381
Penton,Alabama,33.009,-85.4722
Lowndesboro,Alabama,32.2764,-86.6108
Faunsdale,Alabama,32.4576,-87.5938
Blue Springs,Alabama,31.6635,-85.5035
Movico,Alabama,31.0628,-88.0266
Needham,Alabama,31.987,-88.3366
Tibbie,Alabama,31.3628,-88.2471
Union Grove,Alabama,34.4025,-86.4483
Ethelsville,Alabama,33.4141,-88.2161
Hatton,Alabama,34.561,-87.4136
Mooresville,Alabama,34.627,-86.8799
Petrey,Alabama,31.8495,-86.2057
Cardiff,Alabama,33.6472,-86.9307
Goldville,Alabama,33.0841,-85.7831
Emelle,Alabama,32.7287,-88.3165
Dayton,Alabama,32.3509,-87.6416
Graham,Alabama,33.4552,-85.3231
Putnam,Alabama,32.0181,-88.0331
Benton,Alabama,32.3078,-86.818
Panola,Alabama,32.9478,-88.2674
Natural Bridge,Alabama,34.0904,-87.6014
Belgreen,Alabama,34.4767,-87.8653
Carlton,Alabama,31.343,-87.8378
Nanafalia,Alabama,32.1114,-87.9957
Memphis,Alabama,33.1369,-88.3008
Oak Hill,Alabama,31.9216,-87.0852
Megargel,Alabama,31.3781,-87.4307
Bucks,Alabama,31.017,-88.0249
Rockville,Alabama,31.4059,-87.8442
McMullen,Alabama,33.1481,-88.1757
Anchorage,Alaska,61.1508,-149.1091
Fairbanks,Alaska,64.8353,-147.6534
Juneau,Alaska,58.4546,-134.1739
Badger,Alaska,64.8006,-147.3877
Knik-Fairview,Alaska,61.4964,-149.6535
College,Alaska,64.8694,-147.8217
Wasilla,Alaska,61.577,-149.466
Ketchikan,Alaska,55.3556,-131.6698
Tanaina,Alaska,61.656,-149.4272
Kodiak,Alaska,57.7934,-152.406
Kalifornsky,Alaska,60.4417,-151.1972
Sitka,Alaska,57.2401,-135.3153
Meadow Lakes,Alaska,61.638,-149.608
Kenai,Alaska,60.5619,-151.1985
Steele Creek,Alaska,64.9295,-147.3955
Palmer,Alaska,61.5971,-149.1147
Soldotna,Alaska,60.4862,-151.0672
Gateway,Alaska,61.5737,-149.2389
Fishhook,Alaska,61.711,-149.2657
Bethel,Alaska,60.7928,-161.7917
Chena Ridge,Alaska,64.7941,-148.0357
Homer,Alaska,59.653,-151.5255
Farmers Loop,Alaska,64.9061,-147.6957
Sterling,Alaska,60.5405,-150.8089
Utqiagvik,Alaska,71.2728,-156.7575
Unalaska,Alaska,53.8984,-166.568
Nikiski,Alaska,60.7152,-151.2317
Butte,Alaska,61.5539,-149.0035
Nome,Alaska,64.5213,-165.4053
Valdez,Alaska,61.0963,-146.2596
Goldstream,Alaska,64.9339,-148.0083
Kotzebue,Alaska,66.8766,-162.5231
Eielson AFB,Alaska,64.6741,-147.0605
Petersburg,Alaska,56.7566,-132.8727
Seward,Alaska,60.1124,-149.3925
Ridgeway,Alaska,60.5305,-151.0301
Big Lake,Alaska,61.526,-149.972
Wrangell,Alaska,56.3317,-132.0223
Deltana,Alaska,63.8724,-145.2158
Houston,Alaska,61.6159,-149.8003
Dillingham,Alaska,59.055,-158.5379
Cordova,Alaska,60.5348,-145.6092
Anchor Point,Alaska,59.7703,-151.7052
North Pole,Alaska,64.753,-147.36
Fritz Creek,Alaska,59.747,-151.2884
Willow,Alaska,61.8157,-149.753
Haines,Alaska,59.2417,-135.4549
Prudhoe Bay,Alaska,70.3128,-148.6955
Metlakatla,Alaska,55.1182,-131.5689
Lazy Mountain,Alaska,61.6516,-148.902
Ester,Alaska,64.8646,-148.0916
Kodiak Station,Alaska,57.7451,-152.5443
Sutton-Alpine,Alaska,61.7429,-148.8542
Funny River,Alaska,60.4873,-150.7808
Tok,Alaska,63.329,-143.0379
Point MacKenzie,Alaska,61.3463,-150.0787
Craig,Alaska,55.4913,-133.1165
Diamond Ridge,Alaska,59.7024,-151.5545
Talkeetna,Alaska,62.2753,-150.0814
Hooper Bay,Alaska,61.5262,-166.1146
Cohoe,Alaska,60.2681,-151.2843
Bear Creek,Alaska,60.2071,-149.3524
Farm Loop,Alaska,61.6394,-149.1471
Chevak,Alaska,61.5295,-165.5943
Susitna North,Alaska,62.1281,-149.8593
Sand Point,Alaska,55.3227,-160.4834
Skagway,Alaska,59.4566,-135.2927
